threshold,number_of_yes_trades,number_of_no_trades,average_edge_yes,average_edge_no,expected_profit_per_trade,total_expected_pnl
0.05,7,92,0.07894434103875432,0.11636833697088053,2.8430548961091637,281.4624347148071
0.1,1,48,0.15685539858339664,0.15423710776820898,3.8572635568660343,189.00591428643568
0.15,1,19,0.15685539858339664,0.1963553396139769,4.859508564061197,97.19017128122395
