threshold,number_of_trades,average_edge,average_market_price,expected_profit_per_trade,total_expected_pnl,position_size,polymarket_fee
0.05,6,0.08214000145818834,0.13975,2.0535000364547087,12.321000218728253,25.0,0.1
0.1,1,0.15685539858339664,0.055,3.921384964584916,3.921384964584916,25.0,0.1
0.15,1,0.15685539858339664,0.055,3.921384964584916,3.921384964584916,25.0,0.1
